Trial,Subject,Condition,Partner,ChoiceType,ChoiceRT,Outcome,PartnerChoice,PreviousPlayerChoice,PreviousPartnerCHoice,Previous Outcome,First Partner within Session,SessionOrder1,SessionOrder2
7,115,SR,PRO,0,551,3,0,0,0,3,ANTI,2,SD
8,115,SR,PRO,1,437,1,0,0,0,3,ANTI,2,SD
9,115,SR,PRO,0,471,4,1,1,0,1,ANTI,2,SD
10,115,SR,PRO,0,3785,3,0,0,1,4,ANTI,2,SD
11,115,SR,PRO,1,325,1,0,0,0,3,ANTI,2,SD
12,115,SR,PRO,0,512,3,0,1,0,1,ANTI,2,SD
13,115,SR,PRO,1,382,1,0,0,0,3,ANTI,2,SD
14,115,SR,PRO,0,505,3,0,1,0,1,ANTI,2,SD
15,115,SR,PRO,1,433,1,0,0,0,3,ANTI,2,SD
16,115,SR,PRO,1,435,1,0,1,0,1,ANTI,2,SD
1,115,SR,ANTI,1,2493,2,1,NaN,NaN,NaN,ANTI,2,SD
2,115,SR,ANTI,1,436,1,0,1,1,2,ANTI,2,SD
3,115,SR,ANTI,1,635,2,1,1,0,1,ANTI,2,SD
4,115,SR,ANTI,0,545,3,0,1,1,2,ANTI,2,SD
5,115,SR,ANTI,1,628,1,0,0,0,3,ANTI,2,SD
6,115,SR,ANTI,0,808,4,1,1,0,1,ANTI,2,SD
7,115,SR,ANTI,1,464,1,0,0,1,4,ANTI,2,SD
8,115,SR,ANTI,0,917,4,1,1,0,1,ANTI,2,SD
9,115,SR,ANTI,1,697,1,0,0,1,4,ANTI,2,SD
10,115,SR,ANTI,1,461,1,0,1,0,1,ANTI,2,SD
11,115,SR,ANTI,1,576,2,1,1,0,1,ANTI,2,SD
12,115,SR,ANTI,0,671,4,1,1,1,2,ANTI,2,SD
13,115,SR,ANTI,1,1102,1,0,0,1,4,ANTI,2,SD
14,115,SR,ANTI,1,1325,1,0,1,0,1,ANTI,2,SD
15,115,SR,ANTI,0,1496,4,1,1,0,1,ANTI,2,SD
16,115,SR,ANTI,0,401,3,0,0,1,4,ANTI,2,SD
1,115,SD,PRO,0,3903,3,0,NaN,NaN,NaN,PRO,2,SD
2,115,SD,PRO,0,5306,3,0,0,0,3,PRO,2,SD
3,115,SD,PRO,1,5788,1,0,0,0,3,PRO,2,SD
4,115,SD,PRO,0,2142,4,1,1,0,1,PRO,2,SD
5,115,SD,PRO,0,761,3,0,0,1,4,PRO,2,SD
6,115,SD,PRO,1,1997,1,0,0,0,3,PRO,2,SD
7,115,SD,PRO,0,2833,4,1,1,0,1,PRO,2,SD
8,115,SD,PRO,0,2387,3,0,0,1,4,PRO,2,SD
9,115,SD,PRO,0,3693,3,0,0,0,3,PRO,2,SD
10,115,SD,PRO,0,2557,3,0,0,0,3,PRO,2,SD
11,115,SD,PRO,0,3901,3,0,0,0,3,PRO,2,SD
12,115,SD,PRO,0,3620,3,0,0,0,3,PRO,2,SD
13,115,SD,PRO,1,0,1,0,0,0,3,PRO,2,SD
14,115,SD,PRO,1,0,1,0,1,0,1,PRO,2,SD
15,115,SD,PRO,0,2345,4,1,1,0,1,PRO,2,SD
16,115,SD,PRO,1,3955,1,0,0,1,4,PRO,2,SD
1,115,SD,ANTI,0,3574,4,1,NaN,NaN,NaN,PRO,2,SD
2,115,SD,ANTI,1,4406,1,0,0,1,4,PRO,2,SD
3,115,SD,ANTI,1,5174,1,0,1,0,1,PRO,2,SD
4,115,SD,ANTI,0,2807,4,1,1,0,1,PRO,2,SD
5,115,SD,ANTI,0,3367,3,0,0,1,4,PRO,2,SD
6,115,SD,ANTI,1,4097,1,0,0,0,3,PRO,2,SD
7,115,SD,ANTI,1,3879,2,1,1,0,1,PRO,2,SD
8,115,SD,ANTI,1,3402,2,1,1,1,2,PRO,2,SD
9,115,SD,ANTI,1,3138,1,0,1,1,2,PRO,2,SD
10,115,SD,ANTI,0,3213,4,1,1,0,1,PRO,2,SD
11,115,SD,ANTI,1,1631,1,0,0,1,4,PRO,2,SD
12,115,SD,ANTI,1,4016,1,0,1,0,1,PRO,2,SD
13,115,SD,ANTI,1,2065,2,1,1,0,1,PRO,2,SD
14,115,SD,ANTI,0,3386,4,1,1,1,2,PRO,2,SD
15,115,SD,ANTI,1,3708,1,0,0,1,4,PRO,2,SD
16,115,SD,ANTI,1,4786,1,0,1,0,1,PRO,2,SD
1,116,SR,PRO,0,2002,3,0,NaN,NaN,NaN,ANTI,1,SR
2,116,SR,PRO,0,3517,3,0,0,0,3,ANTI,1,SR
3,116,SR,PRO,0,547,3,0,0,0,3,ANTI,1,SR
4,116,SR,PRO,0,847,3,0,0,0,3,ANTI,1,SR
5,116,SR,PRO,0,481,3,0,0,0,3,ANTI,1,SR
6,116,SR,PRO,0,579,3,0,0,0,3,ANTI,1,SR
7,116,SR,PRO,0,846,3,0,0,0,3,ANTI,1,SR
8,116,SR,PRO,0,439,3,0,0,0,3,ANTI,1,SR
9,116,SR,PRO,0,783,3,0,0,0,3,ANTI,1,SR
10,116,SR,PRO,0,854,3,0,0,0,3,ANTI,1,SR
11,116,SR,PRO,0,2007,3,0,0,0,3,ANTI,1,SR
12,116,SR,PRO,0,793,3,0,0,0,3,ANTI,1,SR
13,116,SR,PRO,0,502,3,0,0,0,3,ANTI,1,SR
14,116,SR,PRO,0,1245,3,0,0,0,3,ANTI,1,SR
15,116,SR,PRO,0,674,3,0,0,0,3,ANTI,1,SR
16,116,SR,PRO,0,1818,3,0,0,0,3,ANTI,1,SR
1,116,SR,ANTI,0,1974,4,1,NaN,NaN,NaN,ANTI,1,SR
2,116,SR,ANTI,0,1552,3,0,0,1,4,ANTI,1,SR
3,116,SR,ANTI,0,248,3,0,0,0,3,ANTI,1,SR
4,116,SR,ANTI,0,399,3,0,0,0,3,ANTI,1,SR
5,116,SR,ANTI,0,1002,3,0,0,0,3,ANTI,1,SR
6,116,SR,ANTI,0,564,3,0,0,0,3,ANTI,1,SR
7,116,SR,ANTI,0,994,3,0,0,0,3,ANTI,1,SR
8,116,SR,ANTI,0,476,3,0,0,0,3,ANTI,1,SR
9,116,SR,ANTI,0,507,3,0,0,0,3,ANTI,1,SR
10,116,SR,ANTI,0,642,3,0,0,0,3,ANTI,1,SR
11,116,SR,ANTI,0,614,3,0,0,0,3,ANTI,1,SR
12,116,SR,ANTI,0,865,3,0,0,0,3,ANTI,1,SR
13,116,SR,ANTI,0,570,3,0,0,0,3,ANTI,1,SR
14,116,SR,ANTI,0,963,3,0,0,0,3,ANTI,1,SR
15,116,SR,ANTI,0,463,3,0,0,0,3,ANTI,1,SR
16,116,SR,ANTI,0,601,3,0,0,0,3,ANTI,1,SR
1,116,SD,PRO,0,4222,3,0,NaN,NaN,NaN,PRO,1,SR
2,116,SD,PRO,0,363,3,0,0,0,3,PRO,1,SR
3,116,SD,PRO,0,2335,3,0,0,0,3,PRO,1,SR
4,116,SD,PRO,0,1458,3,0,0,0,3,PRO,1,SR
5,116,SD,PRO,1,0,1,0,0,0,3,PRO,1,SR
6,116,SD,PRO,1,0,1,0,1,0,1,PRO,1,SR
7,116,SD,PRO,0,877,4,0,1,0,1,PRO,1,SR
8,116,SD,PRO,0,580,3,0,0,0,4,PRO,1,SR
9,116,SD,PRO,0,910,3,1,0,0,3,PRO,1,SR
10,116,SD,PRO,0,1336,3,0,0,1,3,PRO,1,SR
11,116,SD,PRO,0,1604,3,0,0,0,3,PRO,1,SR
12,116,SD,PRO,1,0,1,0,0,0,3,PRO,1,SR
13,116,SD,PRO,0,440,3,0,1,0,1,PRO,1,SR
14,116,SD,PRO,1,0,1,0,0,0,3,PRO,1,SR
15,116,SD,PRO,0,355,3,0,1,0,1,PRO,1,SR
16,116,SD,PRO,1,0,1,0,0,0,3,PRO,1,SR
1,116,SD,ANTI,0,2608,4,1,NaN,NaN,NaN,PRO,1,SR
2,116,SD,ANTI,1,2859,1,0,0,1,4,PRO,1,SR
3,116,SD,ANTI,1,3040,1,0,1,0,1,PRO,1,SR
4,116,SD,ANTI,1,3109,2,1,1,0,1,PRO,1,SR
5,116,SD,ANTI,0,751,4,1,1,1,2,PRO,1,SR
6,116,SD,ANTI,1,2979,1,0,0,1,4,PRO,1,SR
7,116,SD,ANTI,0,1150,4,1,1,0,1,PRO,1,SR
8,116,SD,ANTI,1,4296,1,0,0,1,4,PRO,1,SR
9,116,SD,ANTI,0,4878,3,0,1,0,1,PRO,1,SR
10,116,SD,ANTI,1,3965,1,0,0,0,3,PRO,1,SR
11,116,SD,ANTI,0,1573,4,1,1,0,1,PRO,1,SR
12,116,SD,ANTI,0,3482,3,0,0,1,4,PRO,1,SR
13,116,SD,ANTI,0,436,3,0,0,0,3,PRO,1,SR
14,116,SD,ANTI,1,0,1,0,0,0,3,PRO,1,SR
15,116,SD,ANTI,1,0,2,1,1,0,1,PRO,1,SR
16,116,SD,ANTI,0,1449,3,0,1,1,2,PRO,1,SR
1,117,SR,PRO,1,2112,1,0,NaN,NaN,NaN,PRO,1,SR
2,117,SR,PRO,1,623,1,0,1,0,1,PRO,1,SR
3,117,SR,PRO,1,434,2,1,1,0,1,PRO,1,SR
4,117,SR,PRO,0,288,3,0,1,1,2,PRO,1,SR
5,117,SR,PRO,0,552,3,0,0,0,3,PRO,1,SR
6,117,SR,PRO,1,2531,1,0,0,0,3,PRO,1,SR
7,117,SR,PRO,1,653,1,0,1,0,1,PRO,1,SR
8,117,SR,PRO,1,199,2,1,1,0,1,PRO,1,SR
9,117,SR,PRO,0,628,3,0,1,1,2,PRO,1,SR
10,117,SR,PRO,0,816,3,0,0,0,3,PRO,1,SR
11,117,SR,PRO,1,397,1,0,0,0,3,PRO,1,SR
12,117,SR,PRO,1,4594,2,1,1,0,1,PRO,1,SR
13,117,SR,PRO,1,335,1,0,1,1,2,PRO,1,SR
14,117,SR,PRO,1,407,2,1,1,0,1,PRO,1,SR
15,117,SR,PRO,1,5545,1,0,1,1,2,PRO,1,SR
16,117,SR,PRO,0,472,3,0,1,0,1,PRO,1,SR
1,117,SR,ANTI,1,3668,2,1,NaN,NaN,NaN,PRO,1,SR
2,117,SR,ANTI,1,1501,2,1,1,1,2,PRO,1,SR
3,117,SR,ANTI,0,695,3,0,1,1,2,PRO,1,SR
4,117,SR,ANTI,1,572,1,0,0,0,3,PRO,1,SR
5,117,SR,ANTI,1,765,2,1,1,0,1,PRO,1,SR
6,117,SR,ANTI,1,758,2,1,1,1,2,PRO,1,SR
7,117,SR,ANTI,0,593,3,0,1,1,2,PRO,1,SR
8,117,SR,ANTI,1,807,1,0,0,0,3,PRO,1,SR
9,117,SR,ANTI,0,640,4,1,1,0,1,PRO,1,SR
10,117,SR,ANTI,1,688,1,0,0,1,4,PRO,1,SR
11,117,SR,ANTI,0,809,4,1,1,0,1,PRO,1,SR
12,117,SR,ANTI,0,407,3,0,0,1,4,PRO,1,SR
13,117,SR,ANTI,1,371,1,0,0,0,3,PRO,1,SR
14,117,SR,ANTI,1,2779,1,0,1,0,1,PRO,1,SR
15,117,SR,ANTI,1,428,2,1,1,0,1,PRO,1,SR
16,117,SR,ANTI,1,918,1,0,1,1,2,PRO,1,SR
1,117,SD,PRO,1,3359,1,0,NaN,NaN,NaN,ANTI,1,SR
2,117,SD,PRO,1,3084,1,0,1,0,1,ANTI,1,SR
3,117,SD,PRO,1,175,2,1,1,0,1,ANTI,1,SR
4,117,SD,PRO,1,2552,1,0,1,1,2,ANTI,1,SR
5,117,SD,PRO,1,192,1,0,1,0,1,ANTI,1,SR
6,117,SD,PRO,1,2561,2,1,1,0,1,ANTI,1,SR
7,117,SD,PRO,1,771,1,0,1,1,2,ANTI,1,SR
8,117,SD,PRO,1,312,1,0,1,0,1,ANTI,1,SR
9,117,SD,PRO,0,3682,4,1,1,0,1,ANTI,1,SR
10,117,SD,PRO,1,410,1,0,0,1,4,ANTI,1,SR
11,117,SD,PRO,1,415,1,0,1,0,1,ANTI,1,SR
12,117,SD,PRO,1,1739,2,1,1,0,1,ANTI,1,SR
13,117,SD,PRO,1,362,1,0,1,1,2,ANTI,1,SR
14,117,SD,PRO,1,0,1,0,1,0,1,ANTI,1,SR
15,117,SD,PRO,1,2776,2,1,1,0,1,ANTI,1,SR
16,117,SD,PRO,1,495,1,0,1,1,2,ANTI,1,SR
1,117,SD,ANTI,1,2178,2,1,NaN,NaN,NaN,ANTI,1,SR
2,117,SD,ANTI,1,539,2,1,1,1,2,ANTI,1,SR
3,117,SD,ANTI,1,479,2,1,1,1,2,ANTI,1,SR
4,117,SD,ANTI,1,1838,2,1,1,1,2,ANTI,1,SR
5,117,SD,ANTI,0,234,4,1,1,1,2,ANTI,1,SR
6,117,SD,ANTI,1,312,1,0,0,1,4,ANTI,1,SR
7,117,SD,ANTI,1,0,1,0,1,0,1,ANTI,1,SR
8,117,SD,ANTI,1,2748,2,1,1,0,1,ANTI,1,SR
9,117,SD,ANTI,1,2520,2,1,1,1,2,ANTI,1,SR
10,117,SD,ANTI,1,766,1,0,1,1,2,ANTI,1,SR
11,117,SD,ANTI,0,705,3,0,1,0,1,ANTI,1,SR
12,117,SD,ANTI,1,838,1,0,0,0,3,ANTI,1,SR
13,117,SD,ANTI,1,5417,1,0,1,0,1,ANTI,1,SR
14,117,SD,ANTI,1,352,2,1,1,0,1,ANTI,1,SR
15,117,SD,ANTI,1,207,2,1,1,1,2,ANTI,1,SR
16,117,SD,ANTI,1,5519,2,1,1,1,2,ANTI,1,SR
1,118,SR,PRO,0,4883,3,0,NaN,NaN,NaN,PRO,1,SR
2,118,SR,PRO,0,2491,3,0,0,0,3,PRO,1,SR
3,118,SR,PRO,0,1203,3,0,0,0,3,PRO,1,SR
4,118,SR,PRO,1,743,1,0,0,0,3,PRO,1,SR
5,118,SR,PRO,1,597,2,1,1,0,1,PRO,1,SR
6,118,SR,PRO,0,1248,3,0,1,1,2,PRO,1,SR
7,118,SR,PRO,0,1267,3,0,0,0,3,PRO,1,SR
8,118,SR,PRO,0,1768,3,0,0,0,3,PRO,1,SR
9,118,SR,PRO,0,2462,3,0,0,0,3,PRO,1,SR
10,118,SR,PRO,1,1043,1,0,0,0,3,PRO,1,SR
11,118,SR,PRO,1,1309,1,0,1,0,1,PRO,1,SR
12,118,SR,PRO,1,713,2,1,1,0,1,PRO,1,SR
13,118,SR,PRO,1,851,2,1,1,1,2,PRO,1,SR
14,118,SR,PRO,0,959,4,1,1,1,2,PRO,1,SR
15,118,SR,PRO,0,1050,3,0,0,1,4,PRO,1,SR
16,118,SR,PRO,0,1459,3,0,0,0,3,PRO,1,SR
1,118,SR,ANTI,1,2099,2,1,NaN,NaN,NaN,PRO,1,SR
2,118,SR,ANTI,1,1166,2,1,1,1,2,PRO,1,SR
3,118,SR,ANTI,1,960,2,1,1,1,2,PRO,1,SR
4,118,SR,ANTI,1,847,1,0,1,1,2,PRO,1,SR
5,118,SR,ANTI,1,1117,2,1,1,0,1,PRO,1,SR
6,118,SR,ANTI,1,948,2,1,1,1,2,PRO,1,SR
7,118,SR,ANTI,1,941,2,1,1,1,2,PRO,1,SR
8,118,SR,ANTI,1,875,2,1,1,1,2,PRO,1,SR
9,118,SR,ANTI,1,824,2,1,1,1,2,PRO,1,SR
10,118,SR,ANTI,1,817,2,1,1,1,2,PRO,1,SR
11,118,SR,ANTI,1,943,2,1,1,1,2,PRO,1,SR
12,118,SR,ANTI,1,743,1,0,1,1,2,PRO,1,SR
13,118,SR,ANTI,1,1068,2,1,1,0,1,PRO,1,SR
14,118,SR,ANTI,1,2939,2,1,1,1,2,PRO,1,SR
15,118,SR,ANTI,1,957,2,1,1,1,2,PRO,1,SR
16,118,SR,ANTI,1,815,1,0,1,1,2,PRO,1,SR
1,118,SD,PRO,0,1304,3,0,NaN,NaN,NaN,ANTI,1,SR
2,118,SD,PRO,0,5691,3,0,0,0,3,ANTI,1,SR
3,118,SD,PRO,0,1364,3,0,0,0,3,ANTI,1,SR
4,118,SD,PRO,0,2025,3,0,0,0,3,ANTI,1,SR
5,118,SD,PRO,1,0,1,0,0,0,3,ANTI,1,SR
6,118,SD,PRO,1,850,1,0,1,0,1,ANTI,1,SR
7,118,SD,PRO,1,843,2,1,1,0,1,ANTI,1,SR
8,118,SD,PRO,0,1597,4,1,1,1,2,ANTI,1,SR
9,118,SD,PRO,0,801,3,0,0,1,4,ANTI,1,SR
10,118,SD,PRO,0,1014,3,0,0,0,3,ANTI,1,SR
11,118,SD,PRO,0,1016,3,0,0,0,3,ANTI,1,SR
12,118,SD,PRO,0,989,3,0,0,0,3,ANTI,1,SR
13,118,SD,PRO,0,1431,3,0,0,0,3,ANTI,1,SR
14,118,SD,PRO,0,1960,3,0,0,0,3,ANTI,1,SR
15,118,SD,PRO,0,637,3,0,0,0,3,ANTI,1,SR
16,118,SD,PRO,0,664,3,0,0,0,3,ANTI,1,SR
1,118,SD,ANTI,0,4177,4,1,NaN,NaN,NaN,ANTI,1,SR
2,118,SD,ANTI,0,4775,3,0,0,1,4,ANTI,1,SR
3,118,SD,ANTI,0,710,3,0,0,0,3,ANTI,1,SR
4,118,SD,ANTI,0,1262,3,0,0,0,3,ANTI,1,SR
5,118,SD,ANTI,0,733,3,0,0,0,3,ANTI,1,SR
6,118,SD,ANTI,0,2785,3,0,0,0,3,ANTI,1,SR
7,118,SD,ANTI,0,1115,3,0,0,0,3,ANTI,1,SR
8,118,SD,ANTI,1,3891,1,0,0,0,3,ANTI,1,SR
9,118,SD,ANTI,1,1151,1,0,1,0,1,ANTI,1,SR
10,118,SD,ANTI,1,3129,2,1,1,0,1,ANTI,1,SR
11,118,SD,ANTI,0,608,4,1,1,1,2,ANTI,1,SR
12,118,SD,ANTI,0,786,3,0,0,1,4,ANTI,1,SR
13,118,SD,ANTI,0,949,3,0,0,0,3,ANTI,1,SR
14,118,SD,ANTI,0,1129,3,0,0,0,3,ANTI,1,SR
15,118,SD,ANTI,0,1229,3,0,0,0,3,ANTI,1,SR
16,118,SD,ANTI,0,1372,3,0,0,0,3,ANTI,1,SR
1,119,SR,PRO,0,3038,3,0,NaN,NaN,NaN,PRO,1,SR
2,119,SR,PRO,1,2444,1,0,0,0,3,PRO,1,SR
3,119,SR,PRO,1,701,1,0,1,0,1,PRO,1,SR
4,119,SR,PRO,1,2670,2,1,1,0,1,PRO,1,SR
5,119,SR,PRO,0,1086,3,0,1,1,2,PRO,1,SR
6,119,SR,PRO,0,687,3,0,0,0,3,PRO,1,SR
7,119,SR,PRO,1,608,1,0,0,0,3,PRO,1,SR
8,119,SR,PRO,1,2048,2,1,1,0,1,PRO,1,SR
9,119,SR,PRO,0,490,4,1,1,1,2,PRO,1,SR
10,119,SR,PRO,0,420,3,0,0,1,4,PRO,1,SR
11,119,SR,PRO,1,783,1,0,0,0,3,PRO,1,SR
12,119,SR,PRO,0,580,3,0,1,0,1,PRO,1,SR
13,119,SR,PRO,1,1159,1,0,0,0,3,PRO,1,SR
14,119,SR,PRO,1,1276,2,1,1,0,1,PRO,1,SR
15,119,SR,PRO,0,788,4,1,1,1,2,PRO,1,SR
16,119,SR,PRO,0,786,3,0,0,1,4,PRO,1,SR
1,119,SR,ANTI,0,1579,4,1,NaN,NaN,NaN,PRO,1,SR
2,119,SR,ANTI,1,438,2,1,0,1,4,PRO,1,SR
3,119,SR,ANTI,1,508,2,1,1,1,2,PRO,1,SR
4,119,SR,ANTI,1,394,1,0,1,1,2,PRO,1,SR
5,119,SR,ANTI,0,381,4,1,1,0,1,PRO,1,SR
6,119,SR,ANTI,1,559,1,0,0,1,4,PRO,1,SR
7,119,SR,ANTI,1,487,1,0,1,0,1,PRO,1,SR
8,119,SR,ANTI,1,1816,2,1,1,0,1,PRO,1,SR
9,119,SR,ANTI,0,444,4,1,1,1,2,PRO,1,SR
10,119,SR,ANTI,1,808,1,0,0,1,4,PRO,1,SR
11,119,SR,ANTI,1,1553,2,1,1,0,1,PRO,1,SR
12,119,SR,ANTI,1,1519,2,1,1,1,2,PRO,1,SR
13,119,SR,ANTI,0,571,4,1,1,1,2,PRO,1,SR
14,119,SR,ANTI,1,422,1,0,0,1,4,PRO,1,SR
15,119,SR,ANTI,1,734,2,1,1,0,1,PRO,1,SR
16,119,SR,ANTI,1,1699,2,1,1,1,2,PRO,1,SR
1,119,SD,PRO,1,5510,1,0,NaN,NaN,NaN,ANTI,1,SR
2,119,SD,PRO,1,1504,1,0,1,0,1,ANTI,1,SR
3,119,SD,PRO,1,0,2,1,1,0,1,ANTI,1,SR
4,119,SD,PRO,1,3551,1,0,1,1,2,ANTI,1,SR
5,119,SD,PRO,0,3189,3,0,1,0,1,ANTI,1,SR
6,119,SD,PRO,1,2245,1,0,0,0,3,ANTI,1,SR
7,119,SD,PRO,1,2450,2,1,1,0,1,ANTI,1,SR
8,119,SD,PRO,0,469,4,1,1,1,2,ANTI,1,SR
9,119,SD,PRO,0,1038,3,0,0,1,4,ANTI,1,SR
10,119,SD,PRO,0,4380,3,0,0,0,3,ANTI,1,SR
11,119,SD,PRO,0,1217,3,0,0,0,3,ANTI,1,SR
12,119,SD,PRO,1,2767,1,0,0,0,3,ANTI,1,SR
13,119,SD,PRO,1,1934,1,0,1,0,1,ANTI,1,SR
14,119,SD,PRO,1,1021,2,1,1,0,1,ANTI,1,SR
15,119,SD,PRO,1,2757,1,0,1,1,2,ANTI,1,SR
16,119,SD,PRO,0,1810,3,0,1,0,1,ANTI,1,SR
1,119,SD,ANTI,0,1146,4,1,NaN,NaN,NaN,ANTI,1,SR
2,119,SD,ANTI,1,1893,2,1,0,1,4,ANTI,1,SR
3,119,SD,ANTI,1,581,1,0,1,1,2,ANTI,1,SR
4,119,SD,ANTI,1,1836,2,1,1,0,1,ANTI,1,SR
5,119,SD,ANTI,1,359,1,0,1,1,2,ANTI,1,SR
6,119,SD,ANTI,1,417,1,0,1,0,1,ANTI,1,SR
7,119,SD,ANTI,1,553,2,1,1,0,1,ANTI,1,SR
8,119,SD,ANTI,0,2124,3,0,1,1,2,ANTI,1,SR
9,119,SD,ANTI,1,3260,1,0,0,0,3,ANTI,1,SR
10,119,SD,ANTI,1,3061,2,1,1,0,1,ANTI,1,SR
11,119,SD,ANTI,1,397,1,0,1,1,2,ANTI,1,SR
12,119,SD,ANTI,1,517,2,1,1,0,1,ANTI,1,SR
13,119,SD,ANTI,1,5463,1,0,1,1,2,ANTI,1,SR
14,119,SD,ANTI,1,1109,1,0,1,0,1,ANTI,1,SR
15,119,SD,ANTI,1,3944,2,1,1,0,1,ANTI,1,SR
16,119,SD,ANTI,1,2418,2,1,1,1,2,ANTI,1,SR
1,120,SR,PRO,0,2953,3,0,NaN,NaN,NaN,ANTI,2,SD
2,120,SR,PRO,0,428,3,0,0,0,3,ANTI,2,SD
3,120,SR,PRO,0,448,3,0,0,0,3,ANTI,2,SD
4,120,SR,PRO,0,858,3,0,0,0,3,ANTI,2,SD
5,120,SR,PRO,0,566,3,0,0,0,3,ANTI,2,SD
6,120,SR,PRO,0,460,3,0,0,0,3,ANTI,2,SD
7,120,SR,PRO,0,395,3,0,0,0,3,ANTI,2,SD
8,120,SR,PRO,0,569,3,0,0,0,3,ANTI,2,SD
9,120,SR,PRO,0,555,3,0,0,0,3,ANTI,2,SD
10,120,SR,PRO,0,1267,3,0,0,0,3,ANTI,2,SD
11,120,SR,PRO,0,925,3,0,0,0,3,ANTI,2,SD
12,120,SR,PRO,0,888,3,0,0,0,3,ANTI,2,SD
13,120,SR,PRO,0,439,3,0,0,0,3,ANTI,2,SD
14,120,SR,PRO,0,1254,3,0,0,0,3,ANTI,2,SD
15,120,SR,PRO,0,1061,3,0,0,0,3,ANTI,2,SD
16,120,SR,PRO,0,2702,3,0,0,0,3,ANTI,2,SD
1,120,SR,ANTI,0,4964,4,1,NaN,NaN,NaN,ANTI,2,SD
2,120,SR,ANTI,0,1081,3,0,0,1,4,ANTI,2,SD
3,120,SR,ANTI,0,788,3,0,0,0,3,ANTI,2,SD
4,120,SR,ANTI,0,1470,3,0,0,0,3,ANTI,2,SD
5,120,SR,ANTI,0,2540,3,0,0,0,3,ANTI,2,SD
6,120,SR,ANTI,1,2690,1,0,0,0,3,ANTI,2,SD
7,120,SR,ANTI,1,3550,2,1,1,0,1,ANTI,2,SD
8,120,SR,ANTI,0,2422,4,1,1,1,2,ANTI,2,SD
9,120,SR,ANTI,1,1332,1,0,0,1,4,ANTI,2,SD
10,120,SR,ANTI,1,2881,2,1,1,0,1,ANTI,2,SD
11,120,SR,ANTI,0,4400,4,1,1,1,2,ANTI,2,SD
12,120,SR,ANTI,1,1154,1,0,0,1,4,ANTI,2,SD
13,120,SR,ANTI,1,3953,2,1,1,0,1,ANTI,2,SD
14,120,SR,ANTI,0,3477,4,1,1,1,2,ANTI,2,SD
15,120,SR,ANTI,0,1039,3,0,0,1,4,ANTI,2,SD
16,120,SR,ANTI,0,413,3,0,0,0,3,ANTI,2,SD
1,120,SD,PRO,0,2203,3,0,NaN,NaN,NaN,ANTI,2,SD
2,120,SD,PRO,0,494,3,0,0,0,3,ANTI,2,SD
3,120,SD,PRO,0,395,3,0,0,0,3,ANTI,2,SD
4,120,SD,PRO,0,3880,3,0,0,0,3,ANTI,2,SD
5,120,SD,PRO,0,914,3,0,0,0,3,ANTI,2,SD
6,120,SD,PRO,0,1209,3,0,0,0,3,ANTI,2,SD
7,120,SD,PRO,0,1081,3,0,0,0,3,ANTI,2,SD
8,120,SD,PRO,0,844,3,0,0,0,3,ANTI,2,SD
9,120,SD,PRO,0,1384,3,0,0,0,3,ANTI,2,SD
10,120,SD,PRO,0,705,3,0,0,0,3,ANTI,2,SD
11,120,SD,PRO,1,0,1,0,0,0,3,ANTI,2,SD
12,120,SD,PRO,1,0,2,1,1,0,1,ANTI,2,SD
13,120,SD,PRO,1,0,2,1,1,1,2,ANTI,2,SD
14,120,SD,PRO,1,0,2,1,1,1,2,ANTI,2,SD
15,120,SD,PRO,1,0,1,0,1,1,2,ANTI,2,SD
16,120,SD,PRO,1,0,1,0,1,0,1,ANTI,2,SD
1,120,SD,ANTI,0,1531,4,1,NaN,NaN,NaN,ANTI,2,SD
2,120,SD,ANTI,1,2835,1,0,0,1,4,ANTI,2,SD
3,120,SD,ANTI,0,3698,4,1,1,0,1,ANTI,2,SD
4,120,SD,ANTI,1,1098,1,0,0,1,4,ANTI,2,SD
5,120,SD,ANTI,0,4135,3,0,1,0,1,ANTI,2,SD
6,120,SD,ANTI,0,789,3,0,0,0,3,ANTI,2,SD
7,120,SD,ANTI,0,618,3,0,0,0,3,ANTI,2,SD
8,120,SD,ANTI,0,801,3,0,0,0,3,ANTI,2,SD
9,120,SD,ANTI,0,399,3,0,0,0,3,ANTI,2,SD
10,120,SD,ANTI,0,464,3,0,0,0,3,ANTI,2,SD
11,120,SD,ANTI,0,577,3,0,0,0,3,ANTI,2,SD
12,120,SD,ANTI,0,531,3,0,0,0,3,ANTI,2,SD
13,120,SD,ANTI,0,479,3,0,0,0,3,ANTI,2,SD
14,120,SD,ANTI,0,934,3,0,0,0,3,ANTI,2,SD
15,120,SD,ANTI,0,883,3,0,0,0,3,ANTI,2,SD
16,120,SD,ANTI,0,715,3,0,0,0,3,ANTI,2,SD
1,121,SR,PRO,1,1625,1,0,NaN,NaN,NaN,ANTI,2,SD
2,121,SR,PRO,1,412,1,0,1,0,1,ANTI,2,SD
3,121,SR,PRO,1,261,2,1,1,0,1,ANTI,2,SD
4,121,SR,PRO,1,636,1,0,1,1,2,ANTI,2,SD
5,121,SR,PRO,0,306,3,0,1,0,1,ANTI,2,SD
6,121,SR,PRO,1,227,1,0,0,0,3,ANTI,2,SD
7,121,SR,PRO,1,242,2,1,1,0,1,ANTI,2,SD
8,121,SR,PRO,1,308,1,0,1,1,2,ANTI,2,SD
